model,method,accuracy_original,precision_original,recall_original,f1_original,roc_auc_original,accuracy_ablated_mean,accuracy_ablated_std,accuracy_delta,accuracy_pct_change,precision_ablated_mean,precision_ablated_std,precision_delta,precision_pct_change,recall_ablated_mean,recall_ablated_std,recall_delta,recall_pct_change,f1_ablated_mean,f1_ablated_std,f1_delta,f1_pct_change,roc_auc_ablated_mean,roc_auc_ablated_std,roc_auc_delta,roc_auc_pct_change
logistic_regression,random,0.8635658914728682,0.793918918918919,0.8969465648854962,0.8422939068100358,0.9397285392541805,0.8448062015503878,0.0061019127609781235,-0.01875968992248045,-2.1723518850987236,0.7906000744709059,0.01036846236060742,-0.003318844448013114,-0.41803317302633264,0.8408396946564887,0.009040243726967177,-0.05610687022900751,-6.255319148936156,0.8148834368159603,0.006683750775087391,-0.02741046999407548,-3.254264309934919,0.9216520837900865,0.004827794669333443,-0.018076455464094088,-1.9235826846804656
random_forest,random,0.8744186046511628,0.8818565400843882,0.7977099236641222,0.8376753507014028,0.9525840591553226,0.8631007751937985,0.006724108044093472,-0.01131782945736437,-1.2943262411347551,0.8924334807847585,0.0071454902275084956,0.010576940700370296,1.1993947109989282,0.7538167938931297,0.013138866013785121,-0.04389312977099247,-5.50239234449762,0.8172496226188137,0.009856490834134063,-0.020425728082589023,-2.4383823715818,0.9456929025571522,0.0023812597427336993,-0.0068911565981704115,-0.7234171653345692
xgboost,random,0.8852713178294573,0.8615384615384616,0.8549618320610687,0.8582375478927203,0.9547864389213322,0.8207751937984495,0.006548437854866011,-0.0644961240310078,-7.28546409807356,0.8781988956748817,0.00841678886153037,0.016660434136420155,1.9338003908344823,0.6488549618320612,0.01749074692731237,-0.20610687022900753,-24.107142857142847,0.746148339575972,0.011643519900259754,-0.11208920831674829,-13.060394361906832,0.9356655970342616,0.0032095627009521193,-0.01912084188707064,-2.0026302330678645
svm,random,0.889922480620155,0.8631178707224335,0.8664122137404581,0.8647619047619047,0.9489964722061666,0.8463565891472868,0.008217054263565874,-0.04356589147286816,-4.895470383275255,0.8247556459381886,0.011583757122958485,-0.03836222478424489,-4.444610184253923,0.7896946564885495,0.016323209755987108,-0.07671755725190854,-8.85462555066081,0.8067372933384785,0.010920786183623571,-0.05802461142342619,-6.709894492797082,0.9184117951886475,0.005010383461772096,-0.030584677017519102,-3.222844121476847
mlp,random,0.8837209302325582,0.8424908424908425,0.8778625954198473,0.8598130841121495,0.9467641958822474,0.8643410852713178,0.007011112591996912,-0.019379844961240345,-2.1929824561403546,0.852250395154963,0.007782862849167982,0.009759552664120541,1.1584164683934381,0.8057251908396946,0.013703300054210872,-0.07213740458015272,-8.217391304347831,0.8282878808013938,0.009539398483187824,-0.0315252033107557,-3.6665182111422387,0.9355151176927828,0.0022676310892624407,-0.011249078189464523,-1.1881604985053336
naive_bayes,random,0.772093023255814,0.6433915211970075,0.9847328244274809,0.7782805429864253,0.8275068263807227,0.761860465116279,0.006693653688348184,-0.010232558139534942,-1.3253012048192845,0.6781085656426467,0.006449390908970771,0.03471704444563917,5.395943729729188,0.7877862595419848,0.02284981610243629,-0.1969465648854961,-19.999999999999993,0.7286803692822269,0.010502297306335026,-0.04960017370419845,-6.373045574783638,0.8305273752815259,0.004880055786689396,0.003020548900803166,0.36501800402229667
